horizonte_sem,outer_fold_index,column_name,reason,non_null_train_count,nunique_train_non_null
1,8,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,3,1
1,8,pred_disponible_E2_v3_clean,zero_variance_in_train,19,1
1,9,ctx_semana_iso,all_nan_in_train,0,0
1,9,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,4,1
1,9,pred_disponible_E2_v3_clean,zero_variance_in_train,20,1
1,10,ctx_semana_iso,all_nan_in_train,0,0
1,10,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,5,1
1,10,pred_disponible_E2_v3_clean,zero_variance_in_train,21,1
1,11,ctx_semana_iso,all_nan_in_train,0,0
1,11,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,6,1
1,11,pred_disponible_E2_v3_clean,zero_variance_in_train,22,1
1,12,ctx_semana_iso,all_nan_in_train,0,0
1,12,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,7,1
1,12,pred_disponible_E2_v3_clean,zero_variance_in_train,23,1
1,13,ctx_semana_iso,all_nan_in_train,0,0
1,13,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,8,1
1,13,pred_disponible_E2_v3_clean,zero_variance_in_train,24,1
1,14,ctx_semana_iso,all_nan_in_train,0,0
1,14,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,9,1
1,14,pred_disponible_E2_v3_clean,zero_variance_in_train,25,1
1,15,ctx_semana_iso,all_nan_in_train,0,0
1,15,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,10,1
1,15,pred_disponible_E2_v3_clean,zero_variance_in_train,26,1
1,16,ctx_semana_iso,all_nan_in_train,0,0
1,16,hist_caida_hit_mean4_E9_v2_clean,zero_variance_in_train,11,1
1,16,pred_disponible_E2_v3_clean,zero_variance_in_train,27,1
