post_url,comentario_texto,autor,fecha_comentario,likes_comentario,es_respuesta,url_comentario
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Victor A Mariño Esta buena???, ahi me avisas inche tlacuache🤣🤣🤣🤣🤣🤣🤣🤣",Gonzalez Augusto,2026-03-02T22:53:13.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=1572766100599406
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Gonzalez Augusto mamasela desmayalo che lamehuevos,Victor A Mariño,2026-03-02T23:11:47.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=3292786090900483
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Victor A Mariño Ahi me avisas tlacuachin🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Gonzalez Augusto,2026-03-02T23:12:52.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=1285846866766109
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Gonzalez Augusto acá tengo a tu mdre en 4,Victor A Mariño,2026-03-04T00:45:31.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=1471833571155450
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Gonzalez Augusto chúpamela ogt,Victor A Mariño,2026-03-04T00:59:44.000Z,1,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=3083903071792845
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Victor A Mariño Si no aguantas no se lleve uto...inche maricon🤣🤣🤣🤣🤣🤣🤣🤣,Gonzalez Augusto,2026-03-04T01:04:25.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=1537248348016606
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,🙏🏻🙏🏻🙏🏻,Delfina Roque Ortega,2026-03-04T06:12:27.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=990818423887704&reply_comment_id=899672032853643
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,En las buenas y más en las malas. Arriba la jaiba brava!,Juan Alberto Solis,2026-02-28T15:39:12.000Z,23,False,https://www.facebook.com/reel/1665120821323986/?comment_id=26507578875515783
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Deje usted los tacos Lo mejor de todo es su playera presi . Arriba la Jaiba Brava!!,Dr. Jaibo,2026-03-04T02:39:41.000Z,1,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1591265015351579
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Asi mero mi Gober con salsita pa que amarre 😋,Javier Fernández Bautista,2026-02-28T15:39:45.000Z,18,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1467112298406907
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Nada más dos tacos chucho??? Yo me hubiera tragado unos 6 🤣🤣🤣,Richy Bondg,2026-02-28T15:46:29.000Z,28,False,https://www.facebook.com/reel/1665120821323986/?comment_id=962093779611450
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Te toca tomar la dirección del estado, serás nuestro próximo gobernador de Tamaulipas Chucho Nader",César Alejandro Hernández Díaz,2026-02-28T16:43:32.000Z,13,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2114165929335038
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Saludos mi chuco nader y a los tacos de barbacoa de la benavidez ahora su bodega,Antonio Martinez Meza,2026-02-28T16:16:01.000Z,8,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1640189350511997
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Estan deliii esos tacos, provechito mi Diputado",Ofarrell Orquidea,2026-02-28T16:06:27.000Z,11,False,https://www.facebook.com/reel/1665120821323986/?comment_id=889670820518025
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Con todo patrón , ni modo hay que probarlos.",Milo Cuervo Rivera,2026-02-28T15:34:33.000Z,12,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Saludos sr nader,ya lo queremos gobernando.buen provecho",Marcelo Perez,2026-02-28T16:04:32.000Z,12,False,https://www.facebook.com/reel/1665120821323986/?comment_id=819252301216269
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,ayy me antojaste mi próximo Gober,Yuli Nori,2026-02-28T15:40:59.000Z,18,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1694825305266996
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Daniel Sanchez JAJAJA JAJAJA    ..INCHE CHUCHO TE LO REGALO .   .PIR YO NI REGALADO NO HIZO NADA Y AHORA SE DA BALOS DE PUEBLO.. .,Marina Ponce,2026-03-02T22:11:04.000Z,1,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=3064934533691667
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Rbto A. Cllo mamá melo dijo,Daniel Sanchez,2026-03-02T22:18:10.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=4509454115958056
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Marina Ponce tss señora ni como ayudarle,Daniel Sanchez,2026-03-02T22:19:14.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=770243429106464
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Daniel Sanchez así es haces falta Tampico está hecho un asco fui hace días y deverdad está todo patas arriba horrible nada que ver a como estabas tu Chucho Nader,Fam Cuellar M Cuellar Mayorga,2026-03-03T03:11:43.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=1271188061612420
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Rbto A. Cllo Si. es cierto.., Mamá sela rifo bien y bonito cuando Mamá Stela estaba enferma.",Arturo Sanchez,2026-03-03T06:56:24.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=1480700130331728
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Arturo Sanchez Mamá Mela a mi me educo bien de morro,Daniel Sanchez,2026-03-13T03:45:14.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=1435082351747727
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Daniel Sanchez Tanto asi que te chingo el pedorro medallas de oro y x cierto no Mame nir tu mamá este la ?,Arturo Sanchez,2026-03-13T03:54:58.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=2294674717689912&reply_comment_id=1650594769718440
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Francky Ortiz lo k se llevoooo🤣🤣🤣,Victor A Mariño,2026-03-02T13:28:02.000Z,1,False,https://www.facebook.com/reel/1665120821323986/?comment_id=896144156618434&reply_comment_id=1935176760705273
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Victor A Mariño ándale!!,Francky Ortiz,2026-03-02T20:57:36.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=896144156618434&reply_comment_id=1199223398959768
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Fer VR chúpasela,Victor A Mariño,2026-03-02T22:36:49.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=896144156618434&reply_comment_id=1789781641693884
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Fer VR x2,Victor Amieva,2026-03-03T04:16:44.000Z,1,False,https://www.facebook.com/reel/1665120821323986/?comment_id=896144156618434&reply_comment_id=1663259298182180
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Francky Ortiz lo que se chingooo🤣,Robert Ted Bundi,2026-03-04T05:00:34.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=896144156618434&reply_comment_id=1222530276746726
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Dr. Jaibo arriba la jaiba, saludos.",Chucho Nader,2026-03-04T14:00:50.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1591265015351579&reply_comment_id=1303905834895641
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Chucho Nader siempre Don Jesús !!  En las buenas y en las malas !!,Dr. Jaibo,2026-03-05T01:08:15.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1591265015351579&reply_comment_id=1271615601542251
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Chucho Nader siempre Don Jesús !!  En las buenas y en las malas !!,Dr. Jaibo,2026-03-05T01:08:24.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1591265015351579&reply_comment_id=1398036742335790
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Antonio Martinez Meza Exactamente en donde se ubican esos tacos,Vazu Odnanref,2026-02-28T19:54:59.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1640189350511997&reply_comment_id=1254118266647165
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,"Vazu Odnanref calle Vicente Inguanzo esq. Av. Cuauhtémoc... Col. Vergel...afuera de la tienda SuBodega de  ""colonias""",CyLu Va Pe,2026-03-01T00:53:17.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1640189350511997&reply_comment_id=1295340852436640
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,CyLu Va Pe gracias 🙂,Vazu Odnanref,2026-03-01T03:55:43.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1640189350511997&reply_comment_id=939879655238838
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Antonio Martinez Meza saludos,Chucho Nader,2026-03-02T14:43:05.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1640189350511997&reply_comment_id=928599289759782
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Javier Fernández Bautista chúpasela,Victor A Mariño,2026-03-02T22:38:29.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1467112298406907&reply_comment_id=1592715945301433
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Marcelo Perez gracias Marcelo saludos.,Chucho Nader,2026-03-01T19:35:52.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=819252301216269&reply_comment_id=756778633922311
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Marcelo Perez chúpasela,Victor A Mariño,2026-03-02T22:38:39.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=819252301216269&reply_comment_id=26128688480104811
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,No te sabes otra inche chairo corriente mariño,Gloria Gmc,2026-03-03T14:24:17.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=819252301216269&reply_comment_id=1593816145218410
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Milo Cuervo Rivera chupaloooo al patrón próximo gober d tmps,Guillermo Arriaga Flores,2026-02-28T15:55:22.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751&reply_comment_id=1469457804814217
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Guillermo Arriaga Flores como debe de seeeeer el patrón. Besos memi,Milo Cuervo Rivera,2026-02-28T16:16:47.000Z,1,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751&reply_comment_id=831380763307536
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Milo Cuervo Rivera chúpasela,Victor A Mariño,2026-03-02T22:38:21.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751&reply_comment_id=1253816403508512
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Victor A Mariño y si así fuera que vrrrgsssss te importa pobre diablo,Milo Cuervo Rivera,2026-03-02T23:16:52.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751&reply_comment_id=1637321327423073
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Milo Cuervo Rivera lamehuevos,Victor A Mariño,2026-03-02T23:52:38.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751&reply_comment_id=806175118493646
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Victor A Mariño  chiuuuupas jajajajajajaja pobre infeliz jajajajajajajajajajajajsjajajajajajaja y más jajajajajajajaja así es la gente color cartón,Milo Cuervo Rivera,2026-03-02T23:55:52.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=1407221151126751&reply_comment_id=1233934585543611
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Richy Bondg pidió 4,Carmen Lagos,2026-02-28T16:23:48.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=962093779611450&reply_comment_id=1432500324993137
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Richy Bondg 4,Sue Cruz,2026-02-28T17:16:33.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=962093779611450&reply_comment_id=1202956871614472
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Richy Bondg seis no me llenan ni de chiste con el chingeral de dinero que tiene ese hombre asta reventar de lleno comería yo pero te aseguro que más de diez si me los como,Raul Gutierrez,2026-02-28T21:01:10.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=962093779611450&reply_comment_id=1973955953528125
https://facebook.com/ChuchoNader/videos/en-los-de-barbacoa/1665120821323986,Richy Bondg son pocos jajaja yo le comí 3 tortas y apenas llene . Así de casiqes,Raul Perez,2026-03-01T20:57:31.000Z,0,False,https://www.facebook.com/reel/1665120821323986/?comment_id=962093779611450&reply_comment_id=2385703045189330
