horizonte_sem,outer_fold_index,column_name,non_null_train_count,nunique_train_non_null
2,4,y_current,15,15
2,4,caida_pred_E1_v5_clean,13,2
2,4,caida_pred_E2_v3_clean,15,2
2,4,caida_pred_E3_v2_clean,13,2
2,4,caida_pred_E5_v4_clean,13,2
2,4,caida_pred_E7_v3_clean,13,2
2,4,direccion_pred_E1_v5_clean,13,2
2,4,direccion_pred_E2_v3_clean,15,2
2,4,direccion_pred_E3_v2_clean,13,2
2,4,direccion_pred_E5_v4_clean,13,2
2,4,direccion_pred_E7_v3_clean,13,2
2,4,pred_E1_v5_clean,13,13
2,4,pred_E2_v3_clean,15,15
2,4,pred_E3_v2_clean,13,13
2,4,pred_E5_v4_clean,13,13
2,4,pred_E7_v3_clean,13,13
2,4,pred_disponible_E1_v5_clean,15,2
2,4,pred_disponible_E3_v2_clean,15,2
2,4,pred_disponible_E5_v4_clean,15,2
2,4,pred_disponible_E7_v3_clean,15,2
2,4,pred_disponible_E9_v2_clean,15,2
2,5,cobertura_modelos_fila,16,3
2,5,consenso_direccion,16,2
2,5,desacuerdo_direccion,16,2
2,5,desviacion_predicciones,16,15
2,5,dispersion_direccion,16,4
2,5,fila_completa_modelos_incluidos,16,2
2,5,max_diff_predicciones,16,15
2,5,max_predicciones,16,16
2,5,mediana_predicciones,16,16
2,5,min_predicciones,16,16
2,5,n_direcciones_distintas,16,2
2,5,n_modelos_disponibles,16,3
2,5,numero_modelos_predicen_caida,16,6
2,5,promedio_predicciones,16,16
2,5,rango_predicciones,16,15
2,5,share_modelos_predicen_caida,16,8
2,5,ctx_abs_delta_1w,16,16
2,5,ctx_delta_1w,16,16
2,5,ctx_delta_2w,16,16
2,5,ctx_mean_delta_4w,16,16
2,5,ctx_negative_delta_ratio_4w,16,2
2,5,ctx_positive_delta_ratio_4w,16,2
2,5,ctx_recent_fall_flag,16,2
2,5,ctx_rolling_mean_4w,16,16
2,5,ctx_rolling_std_4w,16,16
2,5,ctx_sentimiento_medios,16,16
2,5,ctx_trend_vs_ma4,16,16
2,5,ctx_v5_dispersion_neta,16,16
2,5,ctx_v5_promedio_neto,16,16
2,5,ctx_y_lag1,16,16
2,5,ctx_y_lag2,16,16
2,5,ctx_y_lag4,16,16
2,5,hist_abs_error_mean4_E1_v5_clean,13,13
2,5,hist_abs_error_mean4_E2_v3_clean,15,15
2,5,hist_abs_error_mean4_E3_v2_clean,13,13
2,5,hist_abs_error_mean4_E5_v4_clean,13,13
2,5,hist_abs_error_mean4_E7_v3_clean,13,13
2,5,hist_caida_hit_mean4_E1_v5_clean,12,4
2,5,hist_caida_hit_mean4_E2_v3_clean,15,2
2,5,hist_caida_hit_mean4_E3_v2_clean,12,4
2,5,hist_caida_hit_mean4_E5_v4_clean,12,4
2,5,hist_caida_hit_mean4_E7_v3_clean,12,4
2,5,hist_dir_acc_mean4_E1_v5_clean,13,4
2,5,hist_dir_acc_mean4_E2_v3_clean,15,4
2,5,hist_dir_acc_mean4_E3_v2_clean,13,5
2,5,hist_dir_acc_mean4_E5_v4_clean,13,5
2,5,hist_dir_acc_mean4_E7_v3_clean,13,5
2,5,hist_loss_local_mean4_E1_v5_clean,13,13
2,5,hist_loss_local_mean4_E2_v3_clean,15,15
2,5,hist_loss_local_mean4_E3_v2_clean,13,13
2,5,hist_loss_local_mean4_E5_v4_clean,13,13
2,5,hist_loss_local_mean4_E7_v3_clean,13,13
2,5,y_current,16,16
2,5,caida_pred_E1_v5_clean,14,2
2,5,caida_pred_E2_v3_clean,16,2
2,5,caida_pred_E3_v2_clean,14,2
2,5,caida_pred_E5_v4_clean,14,2
2,5,caida_pred_E7_v3_clean,14,2
2,5,direccion_pred_E1_v5_clean,14,2
2,5,direccion_pred_E2_v3_clean,16,2
2,5,direccion_pred_E3_v2_clean,14,2
2,5,direccion_pred_E5_v4_clean,14,2
2,5,direccion_pred_E7_v3_clean,14,2
2,5,pred_E1_v5_clean,14,14
2,5,pred_E2_v3_clean,16,16
2,5,pred_E3_v2_clean,14,14
2,5,pred_E5_v4_clean,14,14
2,5,pred_E7_v3_clean,14,14
2,5,pred_E9_v2_clean,2,2
2,5,pred_disponible_E1_v5_clean,16,2
2,5,pred_disponible_E3_v2_clean,16,2
2,5,pred_disponible_E5_v4_clean,16,2
2,5,pred_disponible_E7_v3_clean,16,2
2,5,pred_disponible_E9_v2_clean,16,2
2,6,cobertura_modelos_fila,17,3
2,6,consenso_direccion,17,2
2,6,desacuerdo_direccion,17,2
2,6,desviacion_predicciones,17,16
2,6,dispersion_direccion,17,4
2,6,fila_completa_modelos_incluidos,17,2
2,6,max_diff_predicciones,17,16
2,6,max_predicciones,17,17
2,6,mediana_predicciones,17,17
2,6,min_predicciones,17,17
2,6,n_direcciones_distintas,17,2
2,6,n_modelos_disponibles,17,3
2,6,numero_modelos_predicen_caida,17,6
2,6,promedio_predicciones,17,17
2,6,rango_predicciones,17,16
2,6,share_modelos_predicen_caida,17,9
2,6,ctx_abs_delta_1w,17,17
2,6,ctx_delta_1w,17,17
2,6,ctx_delta_2w,17,17
2,6,ctx_mean_delta_4w,17,17
2,6,ctx_negative_delta_ratio_4w,17,2
2,6,ctx_positive_delta_ratio_4w,17,2
2,6,ctx_recent_fall_flag,17,2
2,6,ctx_rolling_mean_4w,17,17
2,6,ctx_rolling_std_4w,17,17
2,6,ctx_sentimiento_medios,17,17
2,6,ctx_trend_vs_ma4,17,17
2,6,ctx_v5_dispersion_neta,17,17
2,6,ctx_v5_promedio_neto,17,17
2,6,ctx_y_lag1,17,17
2,6,ctx_y_lag2,17,17
2,6,ctx_y_lag4,17,17
2,6,hist_abs_error_mean4_E1_v5_clean,14,14
2,6,hist_abs_error_mean4_E2_v3_clean,16,16
2,6,hist_abs_error_mean4_E3_v2_clean,14,14
2,6,hist_abs_error_mean4_E5_v4_clean,14,14
2,6,hist_abs_error_mean4_E7_v3_clean,14,14
2,6,hist_abs_error_mean4_E9_v2_clean,2,2
2,6,hist_caida_hit_mean4_E1_v5_clean,13,4
2,6,hist_caida_hit_mean4_E2_v3_clean,16,2
2,6,hist_caida_hit_mean4_E3_v2_clean,13,4
2,6,hist_caida_hit_mean4_E5_v4_clean,13,4
2,6,hist_caida_hit_mean4_E7_v3_clean,13,4
2,6,hist_dir_acc_mean4_E1_v5_clean,14,4
2,6,hist_dir_acc_mean4_E2_v3_clean,16,4
2,6,hist_dir_acc_mean4_E3_v2_clean,14,5
2,6,hist_dir_acc_mean4_E5_v4_clean,14,5
2,6,hist_dir_acc_mean4_E7_v3_clean,14,5
2,6,hist_dir_acc_mean4_E9_v2_clean,2,2
2,6,hist_loss_local_mean4_E1_v5_clean,14,14
2,6,hist_loss_local_mean4_E2_v3_clean,16,16
2,6,hist_loss_local_mean4_E3_v2_clean,14,14
2,6,hist_loss_local_mean4_E5_v4_clean,14,14
2,6,hist_loss_local_mean4_E7_v3_clean,14,14
2,6,hist_loss_local_mean4_E9_v2_clean,2,2
2,6,y_current,17,17
2,6,caida_pred_E1_v5_clean,15,2
2,6,caida_pred_E2_v3_clean,17,2
2,6,caida_pred_E3_v2_clean,15,2
2,6,caida_pred_E5_v4_clean,15,2
2,6,caida_pred_E7_v3_clean,15,2
2,6,caida_pred_E9_v2_clean,3,2
2,6,direccion_pred_E1_v5_clean,15,2
2,6,direccion_pred_E2_v3_clean,17,2
2,6,direccion_pred_E3_v2_clean,15,2
2,6,direccion_pred_E5_v4_clean,15,2
2,6,direccion_pred_E7_v3_clean,15,2
2,6,direccion_pred_E9_v2_clean,3,2
2,6,pred_E1_v5_clean,15,15
2,6,pred_E2_v3_clean,17,17
2,6,pred_E3_v2_clean,15,15
2,6,pred_E5_v4_clean,15,15
2,6,pred_E7_v3_clean,15,15
2,6,pred_E9_v2_clean,3,3
2,6,pred_disponible_E1_v5_clean,17,2
2,6,pred_disponible_E3_v2_clean,17,2
2,6,pred_disponible_E5_v4_clean,17,2
2,6,pred_disponible_E7_v3_clean,17,2
2,6,pred_disponible_E9_v2_clean,17,2
2,7,cobertura_modelos_fila,18,3
2,7,consenso_direccion,18,2
2,7,desacuerdo_direccion,18,2
2,7,desviacion_predicciones,18,17
2,7,dispersion_direccion,18,5
2,7,fila_completa_modelos_incluidos,18,2
2,7,max_diff_predicciones,18,17
2,7,max_predicciones,18,18
2,7,mediana_predicciones,18,18
2,7,min_predicciones,18,18
2,7,n_direcciones_distintas,18,2
2,7,n_modelos_disponibles,18,3
2,7,numero_modelos_predicen_caida,18,7
2,7,promedio_predicciones,18,18
2,7,rango_predicciones,18,17
2,7,share_modelos_predicen_caida,18,9
2,7,ctx_abs_delta_1w,18,18
2,7,ctx_delta_1w,18,18
2,7,ctx_delta_2w,18,18
2,7,ctx_mean_delta_4w,18,18
2,7,ctx_negative_delta_ratio_4w,18,2
2,7,ctx_positive_delta_ratio_4w,18,2
2,7,ctx_recent_fall_flag,18,2
2,7,ctx_rolling_mean_4w,18,18
2,7,ctx_rolling_std_4w,18,18
2,7,ctx_sentimiento_medios,18,18
2,7,ctx_trend_vs_ma4,18,18
2,7,ctx_v5_dispersion_neta,18,18
2,7,ctx_v5_promedio_neto,18,18
2,7,ctx_y_lag1,18,18
2,7,ctx_y_lag2,18,18
2,7,ctx_y_lag4,18,18
2,7,hist_abs_error_mean4_E1_v5_clean,15,15
2,7,hist_abs_error_mean4_E2_v3_clean,17,17
2,7,hist_abs_error_mean4_E3_v2_clean,15,15
2,7,hist_abs_error_mean4_E5_v4_clean,15,15
2,7,hist_abs_error_mean4_E7_v3_clean,15,15
2,7,hist_abs_error_mean4_E9_v2_clean,3,3
2,7,hist_caida_hit_mean4_E1_v5_clean,14,4
2,7,hist_caida_hit_mean4_E2_v3_clean,17,2
2,7,hist_caida_hit_mean4_E3_v2_clean,14,4
2,7,hist_caida_hit_mean4_E5_v4_clean,14,4
2,7,hist_caida_hit_mean4_E7_v3_clean,14,4
2,7,hist_caida_hit_mean4_E9_v2_clean,3,2
2,7,hist_dir_acc_mean4_E1_v5_clean,15,5
2,7,hist_dir_acc_mean4_E2_v3_clean,17,4
2,7,hist_dir_acc_mean4_E3_v2_clean,15,6
2,7,hist_dir_acc_mean4_E5_v4_clean,15,6
2,7,hist_dir_acc_mean4_E7_v3_clean,15,5
2,7,hist_dir_acc_mean4_E9_v2_clean,3,3
2,7,hist_loss_local_mean4_E1_v5_clean,15,15
2,7,hist_loss_local_mean4_E2_v3_clean,17,17
2,7,hist_loss_local_mean4_E3_v2_clean,15,15
2,7,hist_loss_local_mean4_E5_v4_clean,15,15
2,7,hist_loss_local_mean4_E7_v3_clean,15,15
2,7,hist_loss_local_mean4_E9_v2_clean,3,3
2,7,y_current,18,18
2,7,caida_pred_E1_v5_clean,16,2
2,7,caida_pred_E2_v3_clean,18,2
2,7,caida_pred_E3_v2_clean,16,2
2,7,caida_pred_E5_v4_clean,16,2
2,7,caida_pred_E7_v3_clean,16,2
2,7,caida_pred_E9_v2_clean,4,2
2,7,direccion_pred_E1_v5_clean,16,2
2,7,direccion_pred_E2_v3_clean,18,2
2,7,direccion_pred_E3_v2_clean,16,2
2,7,direccion_pred_E5_v4_clean,16,2
2,7,direccion_pred_E7_v3_clean,16,2
2,7,direccion_pred_E9_v2_clean,4,2
2,7,pred_E1_v5_clean,16,16
2,7,pred_E2_v3_clean,18,18
2,7,pred_E3_v2_clean,16,16
2,7,pred_E5_v4_clean,16,16
2,7,pred_E7_v3_clean,16,16
2,7,pred_E9_v2_clean,4,4
2,7,pred_disponible_E1_v5_clean,18,2
2,7,pred_disponible_E3_v2_clean,18,2
2,7,pred_disponible_E5_v4_clean,18,2
2,7,pred_disponible_E7_v3_clean,18,2
2,7,pred_disponible_E9_v2_clean,18,2
2,8,cobertura_modelos_fila,19,3
2,8,consenso_direccion,19,2
2,8,desacuerdo_direccion,19,2
2,8,desviacion_predicciones,19,18
2,8,dispersion_direccion,19,5
2,8,fila_completa_modelos_incluidos,19,2
2,8,max_diff_predicciones,19,18
2,8,max_predicciones,19,19
2,8,mediana_predicciones,19,19
2,8,min_predicciones,19,19
2,8,n_direcciones_distintas,19,2
2,8,n_modelos_disponibles,19,3
2,8,numero_modelos_predicen_caida,19,7
2,8,promedio_predicciones,19,19
2,8,rango_predicciones,19,18
2,8,share_modelos_predicen_caida,19,10
2,8,ctx_abs_delta_1w,19,19
2,8,ctx_delta_1w,19,19
2,8,ctx_delta_2w,19,19
2,8,ctx_mean_delta_4w,19,19
2,8,ctx_negative_delta_ratio_4w,19,2
2,8,ctx_positive_delta_ratio_4w,19,2
2,8,ctx_recent_fall_flag,19,2
2,8,ctx_rolling_mean_4w,19,19
2,8,ctx_rolling_std_4w,19,19
2,8,ctx_sentimiento_medios,19,19
2,8,ctx_trend_vs_ma4,19,19
2,8,ctx_v5_dispersion_neta,19,19
2,8,ctx_v5_promedio_neto,19,19
2,8,ctx_y_lag1,19,19
2,8,ctx_y_lag2,19,19
2,8,ctx_y_lag4,19,19
2,8,hist_abs_error_mean4_E1_v5_clean,16,16
2,8,hist_abs_error_mean4_E2_v3_clean,18,18
2,8,hist_abs_error_mean4_E3_v2_clean,16,16
2,8,hist_abs_error_mean4_E5_v4_clean,16,16
2,8,hist_abs_error_mean4_E7_v3_clean,16,16
2,8,hist_abs_error_mean4_E9_v2_clean,4,4
2,8,hist_caida_hit_mean4_E1_v5_clean,15,4
2,8,hist_caida_hit_mean4_E2_v3_clean,18,2
2,8,hist_caida_hit_mean4_E3_v2_clean,15,4
2,8,hist_caida_hit_mean4_E5_v4_clean,15,4
2,8,hist_caida_hit_mean4_E7_v3_clean,15,4
2,8,hist_caida_hit_mean4_E9_v2_clean,4,2
2,8,hist_dir_acc_mean4_E1_v5_clean,16,5
2,8,hist_dir_acc_mean4_E2_v3_clean,18,5
2,8,hist_dir_acc_mean4_E3_v2_clean,16,6
2,8,hist_dir_acc_mean4_E5_v4_clean,16,6
2,8,hist_dir_acc_mean4_E7_v3_clean,16,5
2,8,hist_dir_acc_mean4_E9_v2_clean,4,4
2,8,hist_loss_local_mean4_E1_v5_clean,16,16
2,8,hist_loss_local_mean4_E2_v3_clean,18,18
2,8,hist_loss_local_mean4_E3_v2_clean,16,16
2,8,hist_loss_local_mean4_E5_v4_clean,16,16
2,8,hist_loss_local_mean4_E7_v3_clean,16,16
2,8,hist_loss_local_mean4_E9_v2_clean,4,4
2,8,y_current,19,19
2,8,caida_pred_E1_v5_clean,17,2
2,8,caida_pred_E2_v3_clean,19,2
2,8,caida_pred_E3_v2_clean,17,2
2,8,caida_pred_E5_v4_clean,17,2
2,8,caida_pred_E7_v3_clean,17,2
2,8,caida_pred_E9_v2_clean,5,2
2,8,direccion_pred_E1_v5_clean,17,2
2,8,direccion_pred_E2_v3_clean,19,2
2,8,direccion_pred_E3_v2_clean,17,2
2,8,direccion_pred_E5_v4_clean,17,2
2,8,direccion_pred_E7_v3_clean,17,2
2,8,direccion_pred_E9_v2_clean,5,2
2,8,pred_E1_v5_clean,17,17
2,8,pred_E2_v3_clean,19,19
2,8,pred_E3_v2_clean,17,17
2,8,pred_E5_v4_clean,17,17
2,8,pred_E7_v3_clean,17,17
2,8,pred_E9_v2_clean,5,5
2,8,pred_disponible_E1_v5_clean,19,2
2,8,pred_disponible_E3_v2_clean,19,2
2,8,pred_disponible_E5_v4_clean,19,2
2,8,pred_disponible_E7_v3_clean,19,2
2,8,pred_disponible_E9_v2_clean,19,2
2,9,cobertura_modelos_fila,20,3
2,9,consenso_direccion,20,2
2,9,desacuerdo_direccion,20,2
