query_index,query,video_rank,video_id,video_title,channel_title,video_published_at,video_url,comments_extracted,status,error_message
3,Gobierno de Tampico,15,bZWe7PFquUo,PLAYAS LIMPIAS a pesar de DERRAME en el Golfo,El Financiero Bloomberg,2026-03-27T20:00:33Z,https://www.youtube.com/watch?v=bZWe7PFquUo,16,success,
3,Gobierno de Tampico,16,e6JqE7qpCCs,🚛 Bloquean avenida de la Industria en Altamira; madres de desaparecidos exigen respuesta,El Sol de Tampico,2026-03-26T17:07:51Z,https://www.youtube.com/watch?v=e6JqE7qpCCs,2,success,
3,Gobierno de Tampico,17,ldifJCqyiHI,El mayor bloque de petróleo llega a Veracruz y el Gobierno calla,Azteca Noticias,2026-03-28T17:40:00Z,https://www.youtube.com/watch?v=ldifJCqyiHI,80,success,
3,Gobierno de Tampico,18,xmdWOjlxUMA,"🚨💥MIRA:REPORTERA SE ADUEÑO DE LOS MICROFONOS Y NO QUERIA ENTREGARLOS, LE APAGARON EL AUDIO",Tv Oax,2026-03-27T20:44:30Z,https://www.youtube.com/watch?v=xmdWOjlxUMA,100,success,
3,Gobierno de Tampico,19,k4uP4jsFmcc,El derrame de petróleo en Veracruz exhibe la impunidad con la que se puede contaminar en México,adn Noticias,2026-03-23T19:27:14Z,https://www.youtube.com/watch?v=k4uP4jsFmcc,100,success,
3,Gobierno de Tampico,20,7aq4Dq0Kcos,Corte informativo en #ORTNoticias | 26 de marzo del 2026,ORT Radio,2026-03-26T15:30:46Z,https://www.youtube.com/watch?v=7aq4Dq0Kcos,0,success,
3,Gobierno de Tampico,21,rqpIy6rd0OA,Corte informativo en #ORTNoticias | 23 de Marzo del 2026,ORT Radio,2026-03-23T14:49:23Z,https://www.youtube.com/watch?v=rqpIy6rd0OA,0,success,
3,Gobierno de Tampico,22,6siujUAF7BY,Candidaturas ciudadanas.,ORT Radio,2026-03-23T18:45:20Z,https://www.youtube.com/watch?v=6siujUAF7BY,0,success,
3,Gobierno de Tampico,23,SC8Fng7OwCc,Activan Plan Marina por derrame frente a Playa Miramar: Carlos Manuel Juárez,Aristegui Noticias,2026-03-25T23:12:10Z,https://www.youtube.com/watch?v=SC8Fng7OwCc,4,success,
3,Gobierno de Tampico,24,dBbVEcwHQ3c,ESCÁNDALO POR VIO-LA-CIÓN EN EL HOSPITAL INFANTIL DE TAMAULIPAS…,REVISTA VERTICAL,2026-03-23T17:57:59Z,https://www.youtube.com/watch?v=dBbVEcwHQ3c,0,success,
3,Gobierno de Tampico,25,_mnZSUOtAIQ,México investiga emanación en Cantarell; reportan playas libres de petróleo,Noticias El Debate,2026-03-27T19:19:03Z,https://www.youtube.com/watch?v=_mnZSUOtAIQ,0,success,
4,gobierno de Tampico,1,5s49BevXbvQ,ATERRIZANDO EN TAMPICO - MÉXICO 🇲🇽,Galician Airlines,2026-03-23T19:28:47Z,https://www.youtube.com/watch?v=5s49BevXbvQ,53,success,
4,gobierno de Tampico,2,x8Ma00LzU_A,¿Tampico brillará de nuevo?,ORT Radio,2026-03-25T16:45:45Z,https://www.youtube.com/watch?v=x8Ma00LzU_A,0,success,
4,gobierno de Tampico,3,K7SDlLvYPfk,🗣️📈 Tres temas que marcan el IV Informe de Gobierno de Américo Villarreal Anaya en #Tamaulipas 👇,El Sol de Tampico,2026-03-23T23:30:36Z,https://www.youtube.com/watch?v=K7SDlLvYPfk,0,success,
4,gobierno de Tampico,4,upoaA0omhvE,Huapilla Tampico,CallesEnTodo,2026-03-25T02:26:26Z,https://www.youtube.com/watch?v=upoaA0omhvE,0,success,
4,gobierno de Tampico,5,_YWbwfJw0KM,Tampikito recibió el distintivo de hecho en Tampico! #hechoentampico #tampico #tampikito #viral #fyp,Tampikito,2026-03-28T00:18:21Z,https://www.youtube.com/watch?v=_YWbwfJw0KM,1,success,
4,gobierno de Tampico,6,HQlV2RaY7ac,🥂 Huapilla Tampico y Gran Día.  🍪❤️ En el estadio Tamaulipas Con 💃🏽 Nicole La Bombón 🤼 paco la guaya,CallesEnTodo,2026-03-25T02:21:12Z,https://www.youtube.com/watch?v=HQlV2RaY7ac,0,success,
4,gobierno de Tampico,7,_NeqpemMV1Q,"Exhiben a funcionaria agrediendo a una joven: ""Te vuelves a reir y te parto... Niñita est7p1d4""",Grupo Fórmula,2026-03-24T03:04:46Z,https://www.youtube.com/watch?v=_NeqpemMV1Q,100,success,
4,gobierno de Tampico,8,Dwy_i8AAX3U,Sheinbaum aclaró que el derrame de petróleo en el Golfo fue provocado por barco y no por Pemex,Nación 321,2026-03-23T19:45:00Z,https://www.youtube.com/watch?v=Dwy_i8AAX3U,28,success,
4,gobierno de Tampico,9,DpA1KlWaENM,"Oficial: SEP adelanta vacaciones de Semana Santa 2026, ve cuándo inician realmente",UnoTV,2026-03-23T18:41:44Z,https://www.youtube.com/watch?v=DpA1KlWaENM,11,success,
4,gobierno de Tampico,10,WlUIMqp9_l8,Cuatro años de gobierno.,ORT Radio,2026-03-24T17:51:35Z,https://www.youtube.com/watch?v=WlUIMqp9_l8,0,success,
4,gobierno de Tampico,11,CKcvzNtHkII,El gobernador Américo Villarreal Anaya presenta su 4º Informe de Gobierno.,CityChannelTam,2026-03-23T21:55:29Z,https://www.youtube.com/watch?v=CKcvzNtHkII,0,success,
4,gobierno de Tampico,12,ldifJCqyiHI,El mayor bloque de petróleo llega a Veracruz y el Gobierno calla,Azteca Noticias,2026-03-28T17:40:00Z,https://www.youtube.com/watch?v=ldifJCqyiHI,80,success,
4,gobierno de Tampico,13,LRjvGUK8Ubg,🔴 #ElPuntoEs El Cuarto Informe del Gobernador Américo Villarreal Anaya.,Daisy Herrera (Daisy Herrera),2026-03-25T08:51:49Z,https://www.youtube.com/watch?v=LRjvGUK8Ubg,0,warning,"The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."
4,gobierno de Tampico,14,n3s_ktZol-A,#TampicoAlto coloca una barrera en sus costas para evitar el ingreso de el hidrocarburo del Golfo,El Sol de Tampico,2026-03-27T23:32:10Z,https://www.youtube.com/watch?v=n3s_ktZol-A,2,success,
4,gobierno de Tampico,15,xmdWOjlxUMA,"🚨💥MIRA:REPORTERA SE ADUEÑO DE LOS MICROFONOS Y NO QUERIA ENTREGARLOS, LE APAGARON EL AUDIO",Tv Oax,2026-03-27T20:44:30Z,https://www.youtube.com/watch?v=xmdWOjlxUMA,100,success,
4,gobierno de Tampico,16,k4uP4jsFmcc,El derrame de petróleo en Veracruz exhibe la impunidad con la que se puede contaminar en México,adn Noticias,2026-03-23T19:27:14Z,https://www.youtube.com/watch?v=k4uP4jsFmcc,100,success,
4,gobierno de Tampico,17,D3-qEaZtpcg,Aprueban plan “B” “mutilado”.,ORT Radio,2026-03-27T15:14:48Z,https://www.youtube.com/watch?v=D3-qEaZtpcg,0,success,
4,gobierno de Tampico,18,bZWe7PFquUo,PLAYAS LIMPIAS a pesar de DERRAME en el Golfo,El Financiero Bloomberg,2026-03-27T20:00:33Z,https://www.youtube.com/watch?v=bZWe7PFquUo,16,success,
4,gobierno de Tampico,19,e6JqE7qpCCs,🚛 Bloquean avenida de la Industria en Altamira; madres de desaparecidos exigen respuesta,El Sol de Tampico,2026-03-26T17:07:51Z,https://www.youtube.com/watch?v=e6JqE7qpCCs,2,success,
4,gobierno de Tampico,20,dBbVEcwHQ3c,ESCÁNDALO POR VIO-LA-CIÓN EN EL HOSPITAL INFANTIL DE TAMAULIPAS…,REVISTA VERTICAL,2026-03-23T17:57:59Z,https://www.youtube.com/watch?v=dBbVEcwHQ3c,0,success,
4,gobierno de Tampico,21,ekK_tbA5EtE,¿Incidente o ecocidio? El petróleo devora el litoral de Veracruz y Tabasco,Azteca Noticias,2026-03-25T16:55:00Z,https://www.youtube.com/watch?v=ekK_tbA5EtE,100,success,
4,gobierno de Tampico,22,_mnZSUOtAIQ,México investiga emanación en Cantarell; reportan playas libres de petróleo,Noticias El Debate,2026-03-27T19:19:03Z,https://www.youtube.com/watch?v=_mnZSUOtAIQ,0,success,
4,gobierno de Tampico,23,TI7rMpL00lY,Derrame en el Golfo: las negativas y contradicciones - N+,NMás,2026-03-25T22:54:37Z,https://www.youtube.com/watch?v=TI7rMpL00lY,3,success,
4,gobierno de Tampico,24,SC8Fng7OwCc,Activan Plan Marina por derrame frente a Playa Miramar: Carlos Manuel Juárez,Aristegui Noticias,2026-03-25T23:12:10Z,https://www.youtube.com/watch?v=SC8Fng7OwCc,4,success,
4,gobierno de Tampico,25,6siujUAF7BY,Candidaturas ciudadanas.,ORT Radio,2026-03-23T18:45:20Z,https://www.youtube.com/watch?v=6siujUAF7BY,0,success,
