fecha_inicio_semana,fecha_referencia,horizonte_sem,y_current,y_true,prediccion_numerica_oficial,delta_real,delta_predicho,direction_real,direction_predicha,direction_correcta,modelo_oficial_numerico,run_id_origen,run_dir_origen,direction_predicha_direction,direction_correcta_direction,run_id_direction_oficial,politica_direccional,caida_real,alerta_caida_predicha,deteccion_caida_correcta,run_id_alerta_caida_oficial,disponible_prediccion_numerica,disponible_direction_accuracy,disponible_alerta_caida
2025-10-27,2025-10-27,4,0.134823580717908,0.12751595957534,0.1126007701665792,-0.007307621142567999,-0.02222281055132881,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-03,2025-11-03,4,0.170657905569605,0.279605962079427,0.1127063819168761,0.108948056509822,-0.057951523652728903,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-10,2025-11-10,4,0.0692562741764684,0.0821158156091689,0.1154851925443213,0.012859541432700503,0.046228918367852895,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-17,2025-11-17,4,0.218016998769719,0.303813076524669,0.1150936108067977,0.08579607775494999,-0.1029233879629213,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,,,,,True,True,False
2025-11-24,2025-11-24,4,0.12751595957534,0.0677012815654136,0.1190620107773438,-0.0598146780099264,-0.008453948797996214,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-01,2025-12-01,4,0.279605962079427,0.583621878201202,0.1173402499923326,0.30401591612177503,-0.1622657120870944,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
2025-12-08,2025-12-08,4,0.0821158156091689,0.108341978085893,0.1258411218181266,0.026226162476724102,0.04372530620895769,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-12-15,2025-12-15,4,0.303813076524669,0.0687870202028637,0.1258923583922039,-0.2350260563218053,-0.1779207181324651,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2025-12-22,2025-12-22,4,0.0677012815654136,0.245426229585526,0.1238942439398002,0.1777249480201124,0.05619296237438659,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2025-12-29,2025-12-29,4,0.583621878201202,0.320565191490885,0.1262960538158083,-0.263056686710317,-0.4573258243853937,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-05,2026-01-05,4,0.108341978085893,0.170007405822799,0.13178883678786,0.06166542773690599,0.023446858701966986,sube,sube,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,True,E1_v5_clean,9-1-9-1,False,False,True,E9_v2_clean,True,True,True
2026-01-12,2026-01-12,4,0.0687870202028637,-0.0198367240853288,0.131489977824234,-0.0886237442881925,0.06270295762137029,baja,sube,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,sube,False,E1_v5_clean,9-1-9-1,True,False,False,E9_v2_clean,True,True,True
2026-01-19,2026-01-19,4,0.245426229585526,0.0960196886446368,0.129191908359061,-0.14940654094088923,-0.11623432122646501,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-01-26,2026-01-26,4,0.320565191490885,0.27725068164164,0.127608373344067,-0.04331450984924501,-0.19295681814681803,baja,baja,True,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,True,E1_v5_clean,9-1-9-1,True,True,True,E9_v2_clean,True,True,True
2026-02-02,2026-02-02,4,0.170007405822799,0.210058588277401,0.132580355698569,0.04005118245460201,-0.037427050124230005,sube,baja,False,E1_v5_clean,E1_v5_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E1_v5_clean_20260321_105449,baja,False,E1_v5_clean,9-1-9-1,False,True,False,E9_v2_clean,True,True,True
